,title,description,employer,link,tags,city,date
23,"
                      کارشناس خدمات پس از فروش
                  ","
شرکت رسا تجارت همراه گستر(بروموبو)، وارد کننده موبایل و لوازم جانبی قصد دارد، بجهت تکمیل کادر خود کارشناس خدمات پس از فروش جذب نماید،،،لذا از علاقه مندان واجد شرایط دعوت میگردد پس از مطالعه شرایط رزومه خود را ارسال نمایند...شرایط کلی:روابط عمومی قوی،آشنایی و علاقه به کار تیمی،مسلط به office،حداکثر سن 30 سال،منظم،متعهد، با انگیزه، مشتاق به پیشرفت کاری،توانایی مدیریت و ارتباط صحیح با مشتریان،ساعت کاری خدمات پس از فروش،شنبه - چهارشنبه9.30-18
",بروموبو|Boromobo,https://jobinja.ir/companies/boromobo/jobs/AFlH/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%AE%D8%AF%D9%85%D8%A7%D8%AA-%D9%BE%D8%B3-%D8%A7%D8%B2-%D9%81%D8%B1%D9%88%D8%B4-%D8%AF%D8%B1-%D8%A8%D8%B1%D9%88%D9%85%D9%88%D8%A8%D9%88?_ref=16,"['پشتیبانی و امور مشتریان', 'تهران، تهران', 'تمام وقت', '', 'حقوق پایه (وزارت کار)', 'خدمات پس از فروش', 'ارتباط با مشتریان و پشتیبانی', 'پاسخگویی به مشتریان', '', 'مهم\u200c نیست', 'دیپلم']","
تهران،تهران
","
          
                          (امروز)
            
                  "
24,"
                      طراح و گرافیست(اسلامشهر)
                  ","
توانمندی های نرم افزاری:مسلط به نرم افزارهای Adobe Photoshop - Illustrator مهارت های مورد نیاز :نمونه کار و سابقه قوی در حوزه طراحی کارهای چاپی و دیجیتالمسلط به طراحی برای تمامی پلتفرم های اینترنتیتسلط بر امور چاپ و طراحی کار های چاپی ویژگی های فردی:- فردی خلاق، منظم و پیگیر در انجام امور- علاقه مند به یادگیری و رشد مداوم- دارای روحیه کار تیمی و توسعه روابط بین فردی- قابلیت کار کردن هم‌زمان بر روی چند پروژه- خلاق و باانگیزه- منظم، متعهد و مسئولیت‌پذیر و آراسته- مهارت ارتباط موثر (مهارت های کلامی، فن بیان، شنونده فعال)- پرانرژی و با انگیزه ی بالامحدوده کار : تهران - اسلامشهر - بیست متری امام خمینیکار به صورت حضوری ساعت 9 الی 16میباشد دارای آپشن اضافه کار با حقوق +هزینه معقول رفت و آمد از سمت شرکت 
",مادیجی|Madigi,https://jobinja.ir/companies/madigi/jobs/AFlW/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%B7%D8%B1%D8%A7%D8%AD-%D9%88-%DA%AF%D8%B1%D8%A7%D9%81%DB%8C%D8%B3%D8%AA-%D8%A7%D8%B3%D9%84%D8%A7%D9%85%D8%B4%D9%87%D8%B1-%D8%AF%D8%B1-%D9%85%D8%A7%D8%AF%DB%8C%D8%AC%DB%8C?_ref=16,"['طراحی', 'تهران، اسلامشهر', 'تمام وقت', 'سه تا شش سال', 'از ۱۳,۰۰۰,۰۰۰ تومان', 'طراحی گرافیک', 'Illustrator', 'Photoshop', '', 'مهم\u200c نیست', 'دیپلم']","
تهران،اسلامشهر
","
          
                          (امروز)
            
                  "
25,"
                      مدیر تولید (انیمیشن)
                  ","
استودیو انیمیشن دانش‌بنیان شمس با محیطی آرام و پویا از افراد متخصص و متعهد برای تکمیل منابع انسانی در بخش مدیریت تولید (انیمیشن) دعوت به همکاری می کند:دانش و مهارت های مورد نیاز:- آشنایی با خطوط تولید انیمیشن دو بعدی و سه بعدی- شناخت نسبی نرم‌افزارهای انیمیشن (Moho، Maya و غیره)- شناخت مراحل و فرآیند تولید انیمیشن - توانایی مستندسازی، آرشیو و هماهنگی بین تیم بازاریابی و تولید - توانایی مدیریت پروژه- توانایی دستیاری و انجام امور تفویضی- آشنایی نسبی با نیروهای متخصص در زمینه انیمیشنشرایط:- تمام وقت- حقوق، بیمه تامین اجتماعی، بیمه تکمیلی، کار در فضایی پویاتوضیحات تکمیلی:- دفتر شرکت در محله سیدخندان شهر تهران قرار دارد. دفتر به ایستگاه مترو و بی‌آرتی نزدیک است.- ساعات کاری شرکت، شنبه تا چهارشنبه از ۹ تا ۱۷ و پنج‌شنبه‌ از ۹ تا ۱۳ می‌باشد.- محیط کاری شرکت یک محیط سالم، فرهنگی، آرام و بدون تنش است.
",دانش‌بنیانپویانمایشمس|ShamsAnimationCompany,https://jobinja.ir/companies/shams-animation-company/jobs/AF7u/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%DB%8C%D8%B1-%D8%AA%D9%88%D9%84%DB%8C%D8%AF-%D8%A7%D9%86%DB%8C%D9%85%DB%8C%D8%B4%D9%86-%D8%AF%D8%B1-%D8%AF%D8%A7%D9%86%D8%B4-%D8%A8%D9%86%DB%8C%D8%A7%D9%86-%D9%BE%D9%88%DB%8C%D8%A7%D9%86%D9%85%D8%A7%DB%8C-%D8%B4%D9%85%D8%B3?_ref=16,"['مهندسی صنایع و مدیریت صنعتی', 'تهران، تهران', 'تمام وقت', 'سه تا شش سال', 'توافقی', 'مدیریت تولید', 'تولید', 'انیمیشن', 'خط تولید', 'مستندسازی', '', 'معافیت تحصیلی', 'معافیت دائم', 'پایان خدمت', 'کارشناسی']","
تهران،تهران
","
          
                          (امروز)
            
                  "
26,"
                      کارشناس تولید محتوای سایت
                  ","
شرایط احراز- تسلط کامل به سئو و وورد پرس- مسلط به جستجوی بهترین کلمات کلیدی پیاده سازی استانداردهای سئو روی محتوای سایت- توانایی مدیریت و تولید محتوا و نگارش مطابق با تکنیک های سئو- تسلط به ابزارهای Google Ads , Google Analytics ،Google Search Console ،GTMETRIX- مسئولیت پذیری، تعهد به زمان و دقت در جزئیات کار- داشتن اخلاق حرفه ای و توانایی مدیریت زمان- داشتن سابقه کار مرتبط با seo سایتمزایا:-  بیمه تامین اجتماعی-  پرداخت منظم حقوق ثابت-  ارزاق سالیانه-  پاداش، عیدی و سنوات-  محیط آرام، سالم و حرفه ای و دوستانه-  امنیت کاری بالا
",پیلتن‌شاپ|Piltanshop,https://jobinja.ir/companies/piltanshop/jobs/AFnQ/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%AA%D9%88%D9%84%DB%8C%D8%AF-%D9%85%D8%AD%D8%AA%D9%88%D8%A7%DB%8C-%D8%B3%D8%A7%DB%8C%D8%AA-%D8%AF%D8%B1-%D9%BE%DB%8C%D9%84%D8%AA%D9%86-%D8%B4%D8%A7%D9%BE?_ref=16,"['تولید و مدیریت محتوا', 'تهران، تهران', 'تمام وقت', 'سه تا شش سال', 'توافقی', 'تولید محتوا', 'اصول نگارشی ', ' SEO', '', 'مهم\u200c نیست', 'کارشناسی']","
تهران،تهران
","
          
                          (امروز)
            
                  "
27,"
                      ادمین شبکه‌های اجتماعی (خانم-کرج)
                  ","
همکاری فقط و فقط به صورت حضوری و با خانم ها امکان پذیر هست .لطفا تمام مطالب رو تا انتها خوانده و بعد زحمت ارسال رزومه رو بکشید. شرح موقعیت شغلی :اگر فردی خلاق با میل به همکاری بلند مدت هستید که تجربه تولید محتواهای تعامل گیرنده در اینستاگرام، راتخصص دارید و از حضور در یک محیط بدون پرسنل و سالم لذت میبرید،این فرصت شغلی مناسب شماست.  مهارت ها و پیش نیاز های لازم :·         داشتن شخصیت مسئولیت پذیر و متعهد،با ذهنی ایده پرداز و خلاق+روابط عمومی بالا. ·         طی کردن دوره های آموزش اینستاگرام توسط مدرسین حرفه ای و به نام مثل معین فرجی ·         توانایی تدوین استراتژی محتوایی+ایجاد تقویم محتوای شبکه مجازی. ·         تسلط کامل به تولید انواع محتوای تعامل گیرنده(ریلز+پست تکی+پست اسلایدی+استوری) ·         تسلط کامل به اصول کپی رایتینگ+عنوان نویسی(قلاب جذاب)+processing system ·         تسلط کامل به داستان سرایی در استوری تجربه مناسب در برگزاری کمپین های تبلیغاتی موفق در اینستاگرام،اصول اولیه محتوا سازی مثل : اعتماد سازی،جذب،سبک های اجرایی تولید محتوای پیج فروشگاهی مثل:(سبک dst, سبک دوربین گوپرو، سبک دبه پنیر، سبک تاک شو) تخصص بالا در امر ادیت عکس و فیلم های محتوایی و کاملا آشنا با اپلیکیشن های :,Inshot , Caput , Videoleap , Picsart مسلط و آشنا به الگوریتم های اینستاگرام مثل : بانس ریت،هلس اسکور، تکنیک های ریپلای استوری وشیر استوری،تکنیک های جریان سازی،کند کننده های ذهنی،تند کننده های ذهنی،استفاده صحیح از المان های استوری،زمانبدی استوری،تکنیک الگوریتم سکرت(psis, pruessing system).       داشتن سواد بصری (آشنایی با اصول زیبایی شناسی فونت ها رنگ ها و ....) بررسی ترندهای روز در جهت تولید محتوا. پاسخگویی به کاربران در شبکه های اجتماعی. توانایی نگارش قوی با دقت بالا. کپشن نویسی خلاقانه و جذاب. توانایی حل مسئله. سرعت عمل. انگیزه بالا. پیگیر و پر تلاش. گزارش دهی روزانه از فعالیت های انجام شده.
",خدماتگردشگریماجراهایشیرینسفرهایما|MajarayeShirin,https://jobinja.ir/companies/majaraye-shirin/jobs/AFU4/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A7%D8%AF%D9%85%DB%8C%D9%86-%D8%B4%D8%A8%DA%A9%D9%87-%D9%87%D8%A7%DB%8C-%D8%A7%D8%AC%D8%AA%D9%85%D8%A7%D8%B9%DB%8C-%D8%AE%D8%A7%D9%86%D9%85-%DA%A9%D8%B1%D8%AC-%D8%AF%D8%B1-%D8%AE%D8%AF%D9%85%D8%A7%D8%AA-%DA%AF%D8%B1%D8%AF%D8%B4%DA%AF%D8%B1%DB%8C-%D9%85%D8%A7%D8%AC%D8%B1%D8%A7%D9%87%D8%A7%DB%8C-%D8%B4%DB%8C%D8%B1%DB%8C%D9%86-%D8%B3%D9%81%D8%B1-%D9%87%D8%A7%DB%8C-%D9%85%D8%A7?_ref=16,"['دیجیتال مارکتینگ', 'البرز، کرج', 'تمام وقت', 'کمتر از سه سال', 'توافقی', 'شبکه های اجتماعی', 'Photoshop', 'اصول نگارشی ', 'تولید محتوا', 'ادمین', 'زن', 'کارشناسی']","
البرز،کرج
","
          
                          (امروز)
            
                  "
28,"
                      منشی اداری (آقا-مشهد)
                  ","
مسئولیت ها:پاسخگویی به تماس هاصدور و ثبت و بایگانی اسناد  صدور پیش فاکتورانجام امور اداری محولهمهارت های لازم:تجربه کاری متناسبتسلط به نرم افزار های آفیس و کار با کامپیوترروابط عمومی بالادقیق و منظم
",پارتتجهیزسنجشپاژ|PartTajhizSanjeshPazh,https://jobinja.ir/companies/part-tajhiz-sanjesh-pazh/jobs/AFll/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D9%86%D8%B4%DB%8C-%D8%A7%D8%AF%D8%A7%D8%B1%DB%8C-%D8%A2%D9%82%D8%A7-%D9%85%D8%B4%D9%87%D8%AF-%D8%AF%D8%B1-%D9%BE%D8%A7%D8%B1%D8%AA-%D8%AA%D8%AC%D9%87%DB%8C%D8%B2-%D8%B3%D9%86%D8%AC%D8%B4-%D9%BE%D8%A7%DA%98?_ref=16,"['مسئول دفتر، اجرائی و اداری', 'خراسان رضوی، مشهد', 'تمام وقت', 'کمتر از سه سال', 'حقوق پایه (وزارت کار)', 'امور اداری', 'پاسخگویی به تلفن', 'Microsoft Office ', 'مرد', 'معافیت دائم', 'پایان خدمت', 'کارشناسی']","
خراسانرضوی،مشهد
","
          
                          (امروز)
            
                  "
29,"
                      کارشناس فروش (آقا)
                  ","
شرح شغل و وظایفمذاکره تلفنی با مشتریان و راهنمایی آن‌ها.مذاکره حضوری با مشتریان  و عقد قراردادارتباط تلفنی یا حضوری با مشتریان در طی مدت‌زمان قرارداد تا تحویل محصول و خدمات.ثبت درخواست‌های تلفنی مشتریان در فرم مربوطه و امکان‌سنجی آن قبل از تعهد به مشتری.همکاری با سایر کارشناسان فروش جهت دستیابی به نتایج مورد انتظار.انجام سایر امور محوله از طرف مدیر فروش.پیش‌نیازهاتوانایی برقراری ارتباطات مؤثر و هدفمند.فن بیان مناسب.مسئولیت‌پذیر و با حوصله.آشنایی با مباحث فروش.روحیه کار گروهی.روابط عمومی بالا.آشنا با تکنیک‌های جذب و ارتباط با مشتریان.روحیه کمک‌کننده در ارتباط با مشتریان.مهارت مدیریت زمان و برنامه‌ریزی.مزایا:هزینه ایاب ذهاب جهت بازاریابی حضوری بعهده مجموعه میباشد.
",نوشیدا|Nooshida,https://jobinja.ir/companies/nooshida/jobs/AFlD/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%82%D8%A7-%D8%AF%D8%B1-%D9%86%D9%88%D8%B4%DB%8C%D8%AF%D8%A7?_ref=16,"['فروش و بازاریابی', 'تهران، تهران', 'تمام وقت', 'سه تا شش سال', 'از ۱۵,۰۰۰,۰۰۰ تومان', 'اصول و فنون مذاکره', 'فروش و بازاریابی', 'فروش', 'مرد', 'مهم\u200c نیست', 'کاردانی']","
تهران،تهران
","
          
                          (امروز)
            
                  "
30,"
                      مسئول دفتر مدیرعامل (آقا)
                  ","
استودیو انیمیشن دانش‌بنیان شمس با محیطی آرام و پویا از افراد متخصص و متعهد برای تکمیل منابع انسانی در بخش مسئول دفتر مدیر عامل دعوت به همکاری می کند:دانش و مهارت های مورد نیاز :- روابط عمومی قوی و حسن خلق- آشنایی کار با نرم افزارهای مورد نیاز مثل ورد، اکسل و ...- تسلط بر امور نامه نگاری و آرشیو اطلاعات - قدرت بالای ایجاد هماهنگی و آشنایی با فرآیند تنظیم جلسات   - توانایی مدیریت امور جاری دفتر و انجام دقیق و به موقع امور محوله- متعهد به تقیدات مذهبی شرایط:- تمام وقت (میزان حضور مسئول دفتر مدیر عامل با هماهنگی مدیر عامل تعیین خواهد شد)- حقوق، بیمه تامین اجتماعی، بیمه تکمیلی، کار در فضایی پویاتوضیحات تکمیلی:دفتر شرکت در محله سیدخندان شهر تهران قرار دارد. دفتر به ایستگاه مترو و بی‌آرتی نزدیک است.ساعات کاری شرکت، شنبه تا چهارشنبه از ۹ تا ۱۷ و پنج‌شنبه‌ از ۹ تا ۱۳ می‌باشد (اما ساعت کارکرد برای جایگاه مسئول دفتر، اغلب بیش از ساعت اداری بوده و با هماهنگی مدیر عامل تعیین شده و حقوق و مزایا با احتساب میزان حضور محاسبه خواهد شد).محیط کاری شرکت یک محیط سالم، فرهنگی، آرام و بدون تنش است.
",دانش‌بنیانپویانمایشمس|ShamsAnimationCompany,https://jobinja.ir/companies/shams-animation-company/jobs/AF7v/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%B3%D8%A6%D9%88%D9%84-%D8%AF%D9%81%D8%AA%D8%B1-%D9%85%D8%AF%DB%8C%D8%B1%D8%B9%D8%A7%D9%85%D9%84-%D8%A2%D9%82%D8%A7-%D8%AF%D8%B1-%D8%AF%D8%A7%D9%86%D8%B4-%D8%A8%D9%86%DB%8C%D8%A7%D9%86-%D9%BE%D9%88%DB%8C%D8%A7%D9%86%D9%85%D8%A7%DB%8C-%D8%B4%D9%85%D8%B3?_ref=16,"['مسئول دفتر، اجرائی و اداری', 'تهران، تهران', 'تمام وقت', 'کمتر از سه سال', 'توافقی', 'امور اداری', 'پیگیری امور', 'هماهنگی جلسات', 'مرد', 'معافیت دائم', 'پایان خدمت', 'کارشناسی']","
تهران،تهران
","
          
                          (امروز)
            
                  "
31,"
                      کارشناس HelpDesk
                  ","
مهارت‌های فنی:- مسلط به مفاهیم شبکه‌های کامپیوتری (در حد +Network)- مسلط به عیب‌یابی کامپیوتر و سخت افزارهای مرتبط- آشنایی به نرم افزارهای عمومی- آشنایی با Active Directory- آشنایی با Passive و Structured Cablingویژگی‌های عمومی:- منظم و بادقت- دارای روحیه کار تیمی- علاقه‌مند به یادگیری و پیشرفت- با صبر و حوصله- توان پاسخگویی به مراجعینبرخی از مزایای همکاری:- صبحانه و ناهار- بیمه تکمیلی رایگان- حمایت حداکثری برای رشد و پیشرفت کاریمحدوده اسلامشهردرضمن امکان امریه و تسهیلات نظام وظیفه (ویژه شرکت‌های دانش‌بنیان) وجود دارد.
",هایمارت|Himart,https://jobinja.ir/companies/himart/jobs/Cc9c/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-helpdesk-%D8%AF%D8%B1-%D9%87%D8%A7%DB%8C%D9%85%D8%A7%D8%B1%D8%AA?_ref=16,"['IT / DevOps / Server', 'تهران، تهران', 'تمام وقت', '', 'توافقی', 'Help Desk', 'شبکه', '+NETWORK', 'عیب یابی', '', 'مهم\u200c نیست', 'کاردانی']","
تهران،تهران
","
          
                          (امروز)
            
                  "
32,"
                      مسئول کنترل کیفیت (مواد شیمیایی ساختمان-خانم-شیراز)
                  ","
شرایط احرازحداقل مدرک کارشناسی در یکی از رشته‌های مهندسی پلیمر، شیمی، مهندسی شیمی، مهندسی مواد، مهندسی عمرانوظایف و مسئولیت‌هاکلیه وظایف مدیر کنترل کیفیت طبق قوانین و مقررات سازمان استانداردمشارکت در تنظیم دستورالعمل‌ها و روش‌های اجرایی و استقرار و نگهداری از سیستم مدیریت کیفیتمشارکت در بهبود و توسعه محصول و حل شکایات مشتریانانتظاراتآمادگی برای اعزام به ماموریت داخل و خارج استان (حداکثر 15 روز در سال)آمادگی برای انجام اضافه کار در صورت لزوم حتی در تعطیلات رسمی (حداکثر 10 روز در سال)آمادگی برای تردد با وسیله شخصی و دریافت کمک هزینه ایاب و ذهاب مزیت محسوب می‌شود.نزدیک بودن منزل به منطقه ویژه مزیت و اولویت محسوب می‌شود (بلوار ولایت، بلوار مدرس و ...)درخواست‌های ساکنین شهرک گلستان، استقلال و صدرا بررسی نمی‌شودتوانمندی‌هاآشنایی کافی به زبان انگلیسیتسلط به Word و Excelیادگیری سریعمهارت ریاضی و دقت در محاسباتمهارت حل مساله و حل تعارضمهارت تنظیم گزارش و مستنداتنظم دهی و مدیریتویژگی‌های شخصیتینظم‌پذیر و نظم‌دهندهدقیق و ریزبینوقت‌شناسراستگوتحلیلگرانتقادپذیرمسئولیت‌پذیرعلاقمند به یادگیریساعات کاریشنبه تا چهارشنبه 7:30 تا 16
",لاکیشیمیایرانیان|LuckyChemieIranian,https://jobinja.ir/companies/lucky-chemie-iranian/jobs/AFlL/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%B3%D8%A6%D9%88%D9%84-%DA%A9%D9%86%D8%AA%D8%B1%D9%84-%DA%A9%DB%8C%D9%81%DB%8C%D8%AA-%D9%85%D9%88%D8%A7%D8%AF-%D8%B4%DB%8C%D9%85%DB%8C%D8%A7%DB%8C%DB%8C-%D8%B3%D8%A7%D8%AE%D8%AA%D9%85%D8%A7%D9%86-%D8%AE%D8%A7%D9%86%D9%85-%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2-%D8%AF%D8%B1-%D9%84%D8%A7%DA%A9%DB%8C-%D8%B4%DB%8C%D9%85%DB%8C-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86%DB%8C%D8%A7%D9%86?_ref=16,"['شیمی، داروسازی', 'فارس، شیراز', 'تمام وقت', '', 'از ۱۲,۰۰۰,۰۰۰ تومان', 'کنترل کیفیت', 'مواد شیمیایی', 'مهندسی پلیمر', 'زن', 'کارشناسی']","
فارس،شیراز
","
          
                          (امروز)
            
                  "
33,"
                      کانتر فروش خارجی
                  ","
شرایط احراز:- مسلط به تمام پروازها وهتل های (دبی؛ترکیه)- دارای روابط عمومی قوی و فن بیان مناسب- حداقل 3 سال سابقه کار مرتبط در آژانسجنسیت: آقا، خانمنوع قرارداد: تمام وقتسابقه کار: دارای سابقه کارساعات کاری: شنبه تا چهارشنبه 9:30 الی 17:30 پنج شنبه 9:30 تا 13:30حقوق 15 میلیون تومان+بیمه+پورسانت
",توسعههتلسازیدریا|Hoteldebitcard,https://jobinja.ir/companies/hoteldebitcard/jobs/AFlA/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D9%86%D8%AA%D8%B1-%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D8%B1%D8%AC%DB%8C-%D8%AF%D8%B1-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D9%87%D8%AA%D9%84-%D8%B3%D8%A7%D8%B2%DB%8C-%D8%AF%D8%B1%DB%8C%D8%A7?_ref=16,"['گردشگری', 'تهران، تهران', 'تمام وقت', 'سه تا شش سال', 'از ۱۵,۰۰۰,۰۰۰ تومان', 'فروش تور', 'فروش', 'تور خارجی', 'اصول و فنون مذاکره', '', 'معافیت تحصیلی', 'معافیت دائم', 'پایان خدمت', 'کارشناسی']","
تهران،تهران
","
          
                          (امروز)
            
                  "
34,"
                      کارشناس استقرار و پشتیبانی نرم افزار (آشنا به حقوق و دستمزد)
                  ","
- حداقل سه سال سابقه کار مفید بعنوان کاربر سیستم حقوق مکانیزه یا کارشناس نصب و استقرار نرم افزار حقوق- آشنایی با سیستم نرم افزاری یکپارچه- تسلط قابل قبول به مفاهیم محاسباتی حقوق و دستمزد، بیمه و مالیات بر حقوق- آشنایی قابل قبول با مفاهیم و دستورات SQL- دانش حوزه عملیاتی (Domain)- دانش هوشمندی کسب و کار- دانش پایه بازاریابی و برند- دانش استراتژی ها و تکنیک های فروش محصولات و خدمات- توانایی کار با کامپیوتر شامل برنامه های کاربردی همانند Office - تجربه مفید استقرار پروژه های نرم افزاری- آشنایی با سیستم منابع انسانی و مفاهیم آن مزیت محسوب می گردد.
",مهندسینرمافزاررایورز|RayvarzSoftwareEngineeringCompany,https://jobinja.ir/companies/rayvarz/jobs/ClLF/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%A7%D8%B3%D8%AA%D9%82%D8%B1%D8%A7%D8%B1-%D9%88-%D9%BE%D8%B4%D8%AA%DB%8C%D8%A8%D8%A7%D9%86%DB%8C-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1-%D8%A2%D8%B4%D9%86%D8%A7-%D8%A8%D9%87-%D8%AD%D9%82%D9%88%D9%82-%D9%88-%D8%AF%D8%B3%D8%AA%D9%85%D8%B2%D8%AF-%D8%AF%D8%B1-%D9%85%D9%87%D9%86%D8%AF%D8%B3%DB%8C-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1-%D8%B1%D8%A7%DB%8C%D9%88%D8%B1%D8%B2?_ref=16,"['وب،\u200c برنامه\u200cنویسی و نرم\u200cافزار', 'تهران، تهران', 'تمام وقت', 'سه تا شش سال', 'توافقی', 'استقرار نرم افزار', 'حقوق و دستمزد', 'Microsoft Office ', '', 'مهم\u200c نیست', 'کارشناسی']","
تهران،تهران
","
          
                          (امروز)
            
                  "
35,"
                      کارشناس کنترل پروژه
                  ","
استودیو انیمیشن دانش‌بنیان شمس با محیطی آرام و پویا از افراد متخصص و متعهد برای تکمیل منابع انسانی در بخش کنترل پروژه دعوت به همکاری می کند:دانش و مهارت های مورد نیاز:- تقسیم پروژه به مراحل مختلف و تهیه طرح و برنامه زمان‌بندی دقیق برای رسیدن به اهداف هر مرحله- اطلاع رسانی به اعضای تیم پروژه- اطمینان یافتن از انجام به موقع هر مرحله از پروژه، مطابق با بودجه و استانداردهای کیفیت- ارائه گزارش مرتب پیشرفت پروژه به مدیران ارشد - مدیریت چالش‌ها برای جلوگیری از تاخیر در پروژه- مهارت عالی در سازماندهی، برنامه‌ریزی و مدیریت زمان- تفکر منطقی همراه با توانایی حل مساله خلاقانه- توجه به جزئیات به منظور تسلط بر پروژه و در نظر گرفتن همه مسایل در مورد زمانبندی و کیفیت پروژه- درک درست از کسب و کار شامل مشخصات، ابعاد، چالش‌ها و دستاوردهای هر پروژه - آشنایی کامل با ICDL و تسلط بر نرم افزار MSP و Primavera - آشنایی نسبی با نرم افزار BI  - توانایی انجام کار با نرم افزار میزیتو-  حداقل دو سال  سابقه کار مرتبط- تحصیلات فقط رشته مهندسی صنایع  شرایط:- تمام وقت- حقوق، بیمه تامین اجتماعی، بیمه تکمیلی، کار در فضایی پویاتوضیحات تکمیلی:- دفتر شرکت در محله سیدخندان شهر تهران قرار دارد. دفتر به ایستگاه مترو و بی‌آرتی نزدیک است.- ساعات کاری شرکت، شنبه تا چهارشنبه از ۹ تا ۱۷ و پنج‌شنبه‌ از ۹ تا ۱۳ می‌باشد.- محیط کاری شرکت یک محیط سالم، فرهنگی، آرام و بدون تنش است.
",دانش‌بنیانپویانمایشمس|ShamsAnimationCompany,https://jobinja.ir/companies/shams-animation-company/jobs/AF7X/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%DA%A9%D9%86%D8%AA%D8%B1%D9%84-%D9%BE%D8%B1%D9%88%DA%98%D9%87-%D8%AF%D8%B1-%D8%AF%D8%A7%D9%86%D8%B4-%D8%A8%D9%86%DB%8C%D8%A7%D9%86-%D9%BE%D9%88%DB%8C%D8%A7%D9%86%D9%85%D8%A7%DB%8C-%D8%B4%D9%85%D8%B3?_ref=16,"['مهندسی صنایع و مدیریت صنعتی', 'تهران، تهران', 'تمام وقت', 'کمتر از سه سال', 'توافقی', 'کنترل پروژه', 'msp', 'تهیه گزارش ', '', 'معافیت دائم', 'پایان خدمت', 'کارشناسی']","
تهران،تهران
","
          
                          (امروز)
            
                  "
36,"
                      کارشناس فروش و بازاریابی (خانم-شیراز)
                  ","
استخدام کارشناس فروش و بازاریابیمهارت‌های الزامی:آشنا به اصول مذاکرهمسلط به فن بیانپیگیری مستمر مشتریانفروش محصولات تولیدی، به صورت تلفنی و مذاکره با مشتریان فقط در محیط شرکت می‌باشد.داشتن مهارت‌های زیر در اولویت می‌باشند:کارشناسی برق (الکترونیک) مدیریت بازرگانی و فروشآشنایی با ICDLآشنایی با فوتوشاپآشنایی ابتدایی به نرم‌افزارهای حسابداری
",نیاولپیشتازدنیا|NiawellPishtazDonya,https://jobinja.ir/companies/niawell-pishtaz-donya/jobs/AFl4/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%81%D8%B1%D9%88%D8%B4-%D9%88-%D8%A8%D8%A7%D8%B2%D8%A7%D8%B1%DB%8C%D8%A7%D8%A8%DB%8C-%D8%AE%D8%A7%D9%86%D9%85-%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2-%D8%AF%D8%B1-%D9%86%DB%8C%D8%A7%D9%88%D9%84-%D9%BE%DB%8C%D8%B4%D8%AA%D8%A7%D8%B2-%D8%AF%D9%86%DB%8C%D8%A7?_ref=16,"['فروش و بازاریابی', 'فارس، شیراز', 'تمام وقت', '', 'حقوق پایه (وزارت کار)', 'فروش و بازاریابی', 'اصول و فنون مذاکره', 'فروش', 'زن', 'کارشناسی']","
فارس،شیراز
","
          
                          (امروز)
            
                  "
