,title,description,employer,link,tags,city,date
23,استخدام کارشناس تست نرم افزار (QA-دورکاری),"مجموعه پانتو هلث در راستای تکمیل تیم فنی خود از واجدین شرایط به صورت تمام وقت دعوت به همکاری می نماید:  مهارت های تخصصی:  آشنایی با مفاهیم دیتابیس، سیستم عامل لینوکس و شبکه آشنایی یا علاقه مند به متدولوژی، فرآیندها و ابزارهای آزمون نرم افزار علاقه مندی نسبی با استانداردهای تست نرم افزار، مفاهیم مهندسی نرم افزار و تحلیل نیازمندی ها و مستند سازی علاقه مند به نوشتن Test Caseو طراحی سناریوی تست علاقه مند به انجام تست های Performance, Scalability, Functional, Stress Integration, Usability,… علاقه مند به اجرای موردهای آزمون و تحلیل و ریشه یابی و استخراج نحوه و شرایط بروز خطا تدوین چک لیست های کنترل کیفیت نرم افزار   کار به شکل کاملا ریموت و دورکاری می باشد شرایط کاری: * همکاری بصورت تمام وقت است.* روزها و ساعات کاری: غیر از روز های یکشنبه و جمعه ، ساعت ۱۰ الی ۱۸ (قابل مذاکره)  مهارت هایی که در طول دوره فرا خواهید گرفت:   تسلط کامل به متدولوژی، فرآیندها و ابزارهای آزمون نرم افزار تسلط کامل به استانداردهای تست نرم افزار، مفاهیم مهندسی نرم افزار و تحلیل نیازمندی ها و مستند سازی تسلط کامل به طراحی سناریوی تست تسلط کامل به تحلیل و ارائه گزارش از باگ های نرم افزار آشنایی با فرآیند های مدیریت تیم های IT   مزایا:  دورکاری به شکل کامل پاداش ساعت کاری کارگاه های آموزشی رایگان کار با استارتاپ بین المللی در حوزه حمل و نقل و IoT  * فارغ التحصیلان یا دانشجویان فقط ترم آخر رشته های مهندسی کامپیوتر/ فناوری اطلاعات/ علوم کامپیوتر/مهندسی صنایع/مهندسی برق * آشنا به فرایند تولید و تست نرم افزار و سناریونویسی تست* مهارت در مفاهیم بنیادین تحلیل و تحلیل قوانین و فرآیندهای کسب و کاری ساده* توانایی مستند کردن کامل خطاها و اشکالات کسب و کاری و ابهامات تحلیلی* صبور، کنجکاو ، دقیق و توانمند در بررسی جزییات محصول* دارای دقت و هوش بالا* دانش پایه ای پایگاه داده SQL* دانش پایه ای جیسون و یمل* آموزشهای تکمیلی موارد بالا داده خواهد شد. معرفی شرکت شرکت دانش بنیان پیشرو ابتکار و دانش، از واحدهای فناور مرکز رشد دانشگاه صنعتی شریف، پس از فعالیت  در داخل کشور، در حال صادرات تجهیزات و محصولات خود در زمینه فناوری اطلاعات (IoT) در صنعت ریلی به اتحادیه اروپا می باشد.",پیشروابتکارودانش,https://quera.org//magnet/jobs/x7dg9,"['Quality Assurance', 'Testing', 'Junior', 'تمام وقت', 'امکان دورکاری']",unknown,۱ اردیبهشت ۱۴۰۳،‏ ۲۰:۴۶
24,استخدام کارآموز Front-end ( Vue.js ),"ما در شرکت دانش بنیان نوادی به یک کارآموز منظم، مسئولیت پذیر، صبور و با دقت و حوصله در حوزه برنامه نویسی Front-end نیاز داریم که کمی آشنایی و تجربه کار با Vue.js داشته باشه. میانگین سنی ما توی نوادی ۲۷ سال هست، پس لازمه که عضو جدید تیممون مثل بقیه همکاران روحیه جوان و پرانرژی داشته باشه و برای رسوندن تیم به هدف هایی که داره تلاش کنه.طول دوره کارآموزی : ۲ الی ۳ ماه بدون حقوقما شرایط استخدام برای بعد از دوره کارآموزی رو در همان جلسه مصاحبه به اطلاع شما میرسونیم. پس اگر فکر میکنید که قراره مسیر شغلیتون در حوزه برنامه نویسی Front-end (Vue.js) باشه و توی این مسیر به یک متخصص حرفه ای تبدیل بشید، اقدام کنید...قراره چه چیزهایی یاد بگیری ؟  آشنایی عمیق با فریمورک جاوااسکریپت Vue آشنایی با Axios, Vuex آشنایی با Git, GitFlow آشنایی به فرآیند تست نویسی و آشنایی با ابزارهای آن تمرین حرفه ای کار تیمی تجربه پروژه های Large Scale  دفتر کار ما توی احمدآباد مستوفی هست. از صادقیه و آزادی سرویس رفت و برگشت وجود داره پس اگر ساکن غرب تهران هستید یا به مترو دسترسی دارید، اصلا نگران رفت و آمد نباشید. محیط کار و تیم ما رو توی سایت و اینستاگراممون میتونید ببینید. در نهایت خوشحال میشیم سال ۱۴۰3 و سال های بعدش کلی خاطره خوب با هم در نوادی بسازیم. منتظر رزومه هاتون هستیم. راستی ساعت کاری ما شنبه تا چهارشنبه از ۸ تا ۱۷ هست. ناهار هم مهمون شرکت هستید.",Novaday,https://quera.org//magnet/jobs/jqg88,"['JavaScript', 'Vuetify.js', 'Vuex', 'Vue.js', 'Intern', 'تمام وقت']",تهران,۱ اردیبهشت ۱۴۰۳،‏ ۱۲:۲۳
25,استخدام منتور بوت‌کمپ Golang,ما در کوئرا به دنبال یک منتور و توسعه دهنده خلاق، با تجربه و علاقه مند به آموزش در زمینه Golang هستیم که هم تسلط بالایی بر بخش های مختلف مهندسی نرم افزار داشته باشه و هم با مهارت هاش در زمینه آموزش برنامه نویسی ما رو در ساختن جامعه ای برای برنامه نویسان همراهی کنه. از اردیبهشت امسال دوره جدید بوت کمپ های کوئرا در زمینه آموزش مهندسی نرم افزار با Golang برگزار می شه و شما در این بوت کمپ ها وظیفه حضور در جلسات دیلی، آموزش مباحث به شرکت کنندگان، پاسخگویی به سوال هاشون و همراهی شون در زمان انجام پروژه های بوت کمپ رو دارید. این موقعیت شغلی به صورت پارت تایمه و شما حتی با زمان  گذاری به اندازه ۴۰ ساعت در ماه هم می تونید واردش بشید! در زمان برگزاری بوت کمپ شما با افراد سنیور کوئرا در تعامل هستید و شرایط رشد و یادگیری شما وجود داره. اگه آموزش برنامه نویسی براتون جذابه و دوست دارید به دیگران کمک کنید تا بهتر برنامه نویسی رو یاد بگیرن، مشتاقیم که با هم بیشتر آشنا بشیم :),Quera,https://quera.org//magnet/jobs/mpg97,"['Docker', 'MySQL', 'Go', 'Junior', 'پاره وقت']",unknown,۱ اردیبهشت ۱۴۰۳،‏ ۱۰:۵۷
26,استخدام Back-end Developer .NET Core,ما در حال حاضر به دنبال یک Back-end Developer .NET Core با تجربه کاری مفید (Mid Level Developer) در توسعه ی نرم افزارهای تحت وب هستیم. در این فرصت شغلی، شما همراه با تیم توسعه همکاری می کنید تا پروژه های ایده پرداز را توسعه دهید.  ,ایده پرداز تجارت الکترونیک,https://quera.org//magnet/jobs/dpj9v,"['C#', 'SQL Server', 'Entity Framework', '.NET Core', 'ASP.NET Web API', 'Junior', 'تمام وقت']",تهران,۲۰ فروردین ۱۴۰۳،‏ ۱۱:۱۰
27,استخدام مهندس داده‌ها | Data Engineering,"ما از تیم هایی تشکیل شدیم که با روش های چابک و فناوری های به روز محصولات مختلفی را در حوزه فضای مجازی توسعه می دیم. تیم مهندسی داده ها، به عنوان ورودی و تأمین کننده داده های مورد نیاز محصولات، از اهمیت بسیار بالایی برخورداره و از اونجایی که داده ها در سطح فضای مجازی از حجم بسیار بالایی برخوردارن، مقیاس کاری ما در سطح کلان داده ها قرار داره. اگه آماده هستید، پس ما هم امید این رو داریم که باهم ماجراجویی رو شروع کنیم :)   شرح شغل/ مسئولیت ها:  طراحی، پیاده سازی و نگهداری خطوط ترابری داده در لحظه با مقیاس کلان داده (Big Data Stream Messaging) طراحی، پیاده سازی و نگهداری جریان داده پردازشی در لحظه با مقیاس کلان داده (Big Data Stream Processing) طراحی، پیاده سازی و نگهداری پایگاه داده، انبار داده و دریاچه داده با مقیاس کلان داده (Big Data Storing) توانایی پیاده سازی و بهبود فرآیند ETL/ELT (Big Data Transformation) توانایی بررسی داده و ارائه ساختار داده (Data Modeling) پایش وضعیت عملکرد سرویس ها (Metric and Health Monitoring) توانایی تعامل با مهندسین نرم افزار و محققین داده ها (Collaborating closely with cross-functional teams, including Data Scientists and Software Engineers) ",پژوهشگاه توسعه فناوری‌های پیشرفته,https://quera.org//magnet/jobs/r7jxq,"['Python', 'Kubernetes', 'Apache Nifi', 'Elasticsearch', 'Apache Kafka', 'Senior', 'تمام وقت']",تهران,۲۹ فروردین ۱۴۰۳،‏ ۱۵:۲۱
28,استخدام برنامه‌نویس حرفه‌ای PHP,قرار است بر بستر espocrm و با استفاده از امکان BPM موجود در آن سرویس مورد نظر راه اندازی شود. به همین دلیل کاندید گرامی می بایست با فرض توسعه این محصول اعلام آمادگی کنند. در صورت تمایل برنامه زیر را نوشته و همراه با رزومه خود ارسال نمایید : یک اکستنشن برای espo crm طراحی کنید که هنگامی که یک فرد یک انتیتی جدید در قسمت لیدز ثبت میکند ایمیلی با عنوان ` سلام دنیا ` و متن حاوی محتوای انتیتی ثبت شده برای ایمیل همین آگهی استخدامی ارسال شود. مستندات ایجاد اکستنشن برای espo crm :https://docs.espocrm.com/development/ لازم به ذکر است espo crm رایگان بوده و میتوانید بر روی لوکال هاست آن را نصب و اکستنشن مربوطه را طراحی کنید. سپس فایل زیپ مربوطه را همراه با رزومه خود ارسال نمایید.,آزمودگان,https://quera.org//magnet/jobs/v7j8r,"['CSS', 'PostgreSQL', 'MariaDB', 'PHP', 'API', 'Senior', 'تمام وقت', 'امکان دورکاری']",تهران,۲۸ فروردین ۱۴۰۳،‏ ۱۹:۵۶
29,استخدام توسعه‌دهنده فول استک (JavaScript),در این جایگاه شغلی، شما به عنوان توسعه دهنده فول استک، بر روی یکی از محصولات شرکت یعنی وب اپلیکیشن «تایم لاین» کار خواهید کرد.شما به عنوان توسعه دهنده ارشد جاوا اسکریپت، باید تجربه کافی در هر دو بخش توسعه بکند و فرانت اند داشته باشید و بتوانید بدون مشکل با توجه به شرایط موجود در هر یک از این دو بخش فعالیت کنید.با توجه به ماهیت اپلیکیشن، آشنایی با حوزه موسیقی و صوت و علاقه مندی به فعالیت در این رابطه، امتیاز مثبت محسوب خواهد شد.روزهای کاری شنبه تا ۴ شنبه و به میزان ۴۰ ساعت در هفته بوده و محل کار در شهر تهران و در محله الهیه و نزدیک به ایستگاه مترو می باشد. لطفا آخرین ورژن از روزمه خودتان را به همراه میزان حقوق درخواستی برای این جایگاه شغلی ارسال کنید تا پس از بررسی و تایید اولیه با شما تماس بگیریم.,رویای تداوم بینش هوشمند آراد,https://quera.org//magnet/jobs/9w9kq,"['MongoDB', 'Docker', 'React', 'Node.js', 'Senior', 'تمام وقت']",تهران,۲۸ فروردین ۱۴۰۳،‏ ۱۷:۱۵
30,استخدام توسعه‌دهنده Vue.js,ما در شتابدهنده تریگ آپ به دنبال یک هم تیمی جهت توسعه پلتفرم خدمات محور تریگ آپ در بستر وب هستیم. فردی خلاق و متعهد و مشتاق یادگیری و پیشرفت که بتونه ما رو در مسیر کمک به رشد استارتاپ ها یاری کنه.  سابقه کار با vue حداقل ۲ سال. سابقه کار با API. سابقه کار با NUXT. مسلط به js آشنایی با داکر و لینوکس مزیت محسوب میشود. امکان همکاری به صورت دورکاری وجود ندارد. ,شتابدهنده تریگ آپ,https://quera.org//magnet/jobs/w7kdv,"['API', 'Redux', 'Front-end', 'Nuxt.js', 'Vue.js', 'Senior', 'تمام وقت']",تهران,۲۸ فروردین ۱۴۰۳،‏ ۱۷:۱۵
31,استخدام کارآموز فرانت‌اند,ما در شرکت ASP به منظور تکمیل تیم توسعه دهندگان خود نیاز به کارآموز برنامه نویسی Front-end داریم تا پس از دوران کارآموزی داخل خود شرکت استخدام بشه به هنگام استخدام، روی تجربه استخدامی خیلی تاکید نداریم و بیشتر توانایی های خود فرد و توان خودیادگیری برامون مهمه. شرایط همکاری :  استخدام به صورت تمام وقت یا پاره وقت محل شرکت : تهران – خیابان شهید بهشتی - خیابان پاکستان ساعات کاری شنبه الی چهارشنبه ۸ – ۱۷ - پنج شنبه ها ۸ - ۱۳ (یک الی دو ساعت شناوری) بیمه تامین اجتماعی و بیمه تکمیلی همکاری آزمایشی به مدت ۱۲ روز شرکت مشتاق به یادگیری کارمندان خود می باشد و در این زمینه همراهشان می باشد. محیط دوستانه و تعاملی در شرکت حاکم می باشد. برگزاری جشن های سالیانه و مناسبتی ,Aseman Express,https://quera.org//magnet/jobs/pp6qk,"['CSS', 'HTML5', 'JavaScript', 'React', 'Intern', 'تمام وقت']",تهران,۲۸ فروردین ۱۴۰۳،‏ ۱۱:۳۳
32,استخدام طراح UI/UX,ما برای تکمیل تیم طراحی خود، به دنبال یک طراح UI/UX با انگیزه و خلاق هستیم تا در کنار یک تیم توسعه وب و نرم افزار، به ما در خلق تجارب کاربری منحصر به فرد و جذاب ملحق شود. اگر به چالش های جدید علاقه دارید، دارای روحیه کار تیمی و به دنبال فرصتی برای یادگیری و رشد شغلی هستید، شما را دعوت می کنیم تا به ما بپیوندید.  در صورت داشتن تجربه کافی، استخدام به عنوان نیروی ارشد (senior) نیز امکان پذیر است. ,Duo Blocks,https://quera.org//magnet/jobs/g9gmx,"['Design', 'UI/UX', 'Figma', 'Junior', 'پروژه ای']",تهران,۲۷ فروردین ۱۴۰۳،‏ ۱۶:۰۴
33,استخدام برنامه‌نویس PHP - اصفهان (امریه سربازی),ما در شرکت PartoTech با بیش از ۱۴ سال سابقه اجرای پروژه های بزرگ، فرصتی برای تجربه کارآموزی حرفه ای و امریه سربازی برای رشته های فنی و مهندسی به شما ارائه میکنیم.در پروژه های پیشرو نقش فعال خواهید داشت و فرصت یادگیری و کسب تجربه را پیدا خواهید کرد.نیازی به سابقه ی کاری زیاد نیست، تنها کافی است شور و اشتیاق فراوان همراه با ویژگی های زیر را داشته باشید:  حداقل یکسال معافیت سربازی داشته باشید. روحیه  مسئولیت پذیر داشته باشید و متعهد برای به سرانجام رساندن کارها باشید. داشتن انضباط و برنامه ریزی در انجام کارها توانایی کار تیمی و ارتباط مؤثر با دیگران  در کنار افراد با تجربه، با جدیدترین فناوری ها از جمله موارد زیر درگیر خواهید شد:  معماری توزیع شده معماری میکرو سرویس لینوکس و محیط های کانتینر سازی  شده سرویس های توزیع شده جغرافیایی سرویس های ناهمگون که دسترسی همزمان بالا دارند  اولویت با افرادی است که تجربه کار با PHP و برنامه نویس تحت وب را داشته باشند,پرتو تک سامانه,https://quera.org//magnet/jobs/86k89,"['MySQL', 'Laravel', 'Database', 'API', 'PHP', 'Intern', 'تمام وقت']",اصفهان,۲۷ فروردین ۱۴۰۳،‏ ۱۲:۰۵
34,استخدام Java Back-end Developer,"Join Shooka, a leading secure online meeting platform that customizes services for governmental organizations, large enterprises, and more. We're on a mission to revolutionize the way meetings are conducted, and we need your expertise in Java development to make it happen. About the Role: As a Java Back-end Developer, you'll be at the heart of our technical operations, working on complex server-side web applications that power our innovative video conferencing tools. With at least 3 years of experience in Java development, you'll be a key player in our collaborative team, contributing to projects that make a real impact. Main Responsibilities:  Design and Develop Applications: Your creativity and technical prowess will drive the Design and development of our applications, working closely with cross-functional teams. Video Conference Projects: Engage in exciting projects that enhance our video conferencing capabilities, setting us apart in the industry. Code Quality and Efficiency: Write well-designed, testable, and efficient code. Maintain and automate code quality to ensure a seamless user experience. Release Management: Prepare and produce releases of software components, ensuring timely delivery and excellence. ",شبکه ویدئوکنفرانس ایران (شوکا),https://quera.org//magnet/jobs/r7q6q,"['jQuery', 'Spring', 'Hibernate', 'RESTful URL', 'Java', 'Senior', 'تمام وقت']",تهران,۲۷ فروردین ۱۴۰۳،‏ ۱۱:۰۷
35,استخدام توسعه‌دهنده (Front-end (React,ما در شرکت دانش بنیان آراد بعنوان یکی از معتبرترین و بزرگ ترین شرکت ها در حوزه ارزهای دیجیتال به دنبال یک توسعه دهنده  Front-end خلاق و علاقه مند به حل مسائل چالشی هستیم تا بتوانیم درکنار هم به رشد و پیشرفت همدیگر کمک کنیم.,پیشران کسب و کار آراد,https://quera.org//magnet/jobs/kwg7x,"['HTML', 'CSS', 'React', 'Junior', 'تمام وقت']",تهران,۲۷ فروردین ۱۴۰۳،‏ ۱۰:۱۹
36,استخدام PHP - Laravel Back-end Developer,یک مجموعه دانش بنیان جهت توسعه یک پروژه استارتاپی در حوزه خدمات خودرو از برنامه نویس های مسلط به PHP - Laravel که دارای حداقل دوسال سابقه و دارای نمونه پروژه می باشند جهت همکاری به صورت تمام وقت - غیرحضوری دعوت به همکاری می نماید. درصورتی که به PHP - Laravel مسلط و دارای زمان آزاد هستید و علاقمند به همکاری با یک تیم جوان و خلاق جهت توسعه پروژه هستید که از نظر اعتبار و درآمد آینده ایده عالی را برای شما بسازد درخواست خودتان را برای ما ارسال کنید.,آچارچک,https://quera.org//magnet/jobs/jqg78,"['React', 'Laravel', 'Git', 'REST', 'PHP', 'Senior', 'تمام وقت', 'امکان دورکاری']",همدان,۲۶ فروردین ۱۴۰۳،‏ ۱۷:۳۵
37,استخدام برنامه‌نویس فلاتر,شرح موقعیت شغلیشرکت سیب اپ، جهت تقویت تیم تولید توسعه نرم افزار نیاز به جذب همکاران توانمند در حوزه ی برنامه نویسی با تکنولوژی Flutter در بخش موبایل و وب دارد. ساعت کاری: شنبه تا چهارشنبه ساعت 10:30 تا 19:30 محل کار: محدوده سعادت آباد به صورت حضوری,سیب اپ,https://quera.org//magnet/jobs/qpwqx,"['Flutter', 'Dart', 'Senior', 'تمام وقت']",تهران,۲۶ فروردین ۱۴۰۳،‏ ۱۷:۲۸
38,استخدام کارشناس تست نرم‌افزار,در این نقش باید:  به یادگیری علاقمند باشید و خود را با دانش روز همراه سازید. با مسائل و چالش های پیش رو دست و پنجه نرم کنید و حل این چالش ها را جز کارهای روزمره خود بدانید. به کیفیت محصول متعهد باشید. به جزئیات توجه کرده و دقت را در همه فعالیت های خود به عنوان اصل اول قرار دهید. با اعضای تیم تعامل سازنده برقرار کرده و مطالب را به خوبی به دیگران انتقال دهید.   ,همکاران سیستم,https://quera.org//magnet/jobs/mpg77,"['Git', 'Testing', 'UML', 'SQL', 'Automated Tests', 'Junior', 'تمام وقت']",تهران,۲۵ فروردین ۱۴۰۳،‏ ۱۸:۳۷
39,استخدام توسعه‌دهنده Pine Script,مسئولیت ها:   طراحی و توسعه استراتژی های معاملاتی مبتنی بر Pinescript در محیط Tradingview تحلیل داده های بازار و الگوریتم ها به منظور بهبود عملکرد استراتژی ها همکاری با تیم تحلیل جهت پیاده سازی استراتژی های تدوین شده طراحی و تدوین اندیکاتور ها و استراتژی های ارائه شده تیم تحلیل و بک تست گرفتن از استراتژی ها  نیازمندی های شغلی:  تجربه در برنامه نویسی با Pine Script و توانایی طراحی و پیاده سازی استراتژی آشنایی با بازارهای مالی و مفاهیم مالی تسلط بر زبان برنامه نویسی Python یا Java ضروریه توانایی حل مسائل و تفکر تحلیلی برای بهبود استراتژی های موجود تجربه و سابقه در زمینه ساخت ربات معامله گر استراتژی های ترید ,جاپکو,https://quera.org//magnet/jobs/jqgm8,"['Python', 'Java', 'Stock', 'Tradingview API', 'Pine Script', 'Senior', 'پاره وقت', 'امکان دورکاری']",unknown,۲۵ فروردین ۱۴۰۳،‏ ۱۶:۰۹
40,استخدام Financial Data Scientist Expert,"About Hermes Capital Hermes Capital stands at the forefront of financial innovation in the Iranian markets, renowned for its expertise in the high-stakes realm of cryptocurrency arbitrage in the Iranian exchanges and the TSE. Our firm operates with a sharp focus on identifying and acting upon price inefficiencies in the volatile world of digital currencies. By bridging the gap between differing valuations across multiple exchanges, we serve as a catalyst for market efficiency and liquidity. In an environment where milliseconds can Mean the difference between profit and loss, Hermes Capital leverages cutting-edge technology and advanced analytical techniques to maintain a competitive edge. Our strategies are powered by rigorous data analysis, real-time market Monitoring, and a sophisticated technological infrastructure that enables us to execute high-frequency trades with precision. Position Overview The Financial Data Analyst at Hermes Capital is a linchpin within our quant team, entrusted with the mission-critical task of mining through extensive financial data to unearth opportunities for arbitrage within the cryptocurrency sector. This role demands a blend of analytical prowess and technical fluency, coupled with an entrepreneurial spirit and a deep understanding of the intricacies of the Iranian financial market. At Hermes Capital you will:  Conduct thorough examinations of market dynamics, anticipating shifts that signal profitable trades. Employ advanced data management practices to curate and interpret vast datasets, transforming them into actionable intelligence. Collaborate closely with our team of quants and developers to craft algorithms that capitalize on arbitrage opportunities swiftly and efficiently. Present findings in a clear, concise manner using high-caliber visualization tools, aiding decision-making processes across the firm.  In this role, adaptability is key. Due to their adversarial and ever-changing nature, financial markets present unique challenges and opportunities, and our firm prides itself on being agile enough to navigate and capitalize on this terrain. You will be expected to harness your technical skills to not only adapt to this environment but also to shape the strategies that will keep Hermes Capital at the vanguard of the industry.",هرمس کپیتال,https://quera.org//magnet/jobs/qpw9x,"['Algorithm', 'Machine Learning', 'Plotly', 'Python', 'Junior', 'تمام وقت']",تهران,۲۵ فروردین ۱۴۰۳،‏ ۱۲:۲۳
41,استخدام Financial Data Scientist Intern,"About Hermes Capital Hermes Capital stands at the forefront of financial innovation in the Iranian markets, renowned for its expertise in the high-stakes realm of cryptocurrency arbitrage in the Iranian exchanges and the TSE. Our firm operates with a sharp focus on identifying and acting upon price inefficiencies in the volatile world of digital currencies. By bridging the gap between differing valuations across multiple exchanges, we serve as a catalyst for market efficiency and liquidity. In an environment where milliseconds can Mean the difference between profit and loss, Hermes Capital leverages cutting-edge technology and advanced analytical techniques to maintain a competitive edge. Our strategies are powered by rigorous data analysis, real-time market Monitoring, and a sophisticated technological infrastructure that enables us to execute high-frequency trades with precision. Position Overview The Financial Data Analyst Intern at Hermes Capital will play a supportive role within our quant team, assisting in analyzing financial data to uncover arbitrage opportunities within the cryptocurrency sector. This internship offers a unique blend of learning opportunities in data analysis, market research, and the application of technology in finance, tailored for individuals passionate about the dynamics of financial markets and emerging digital currencies. At Hermes Capital you will:  Conduct thorough examinations of market dynamics, anticipating shifts that signal profitable trades. Employ advanced data management practices to curate and interpret vast datasets, transforming them into actionable intelligence. Collaborate closely with our team of quants and developers to craft algorithms that capitalize on arbitrage opportunities swiftly and efficiently. Present findings in a clear, concise manner using high-caliber visualization tools, aiding decision-making processes across the firm.  In this role, adaptability is key. Due to their adversarial and ever-changing nature, financial markets present unique challenges and opportunities, and our firm prides itself on being agile enough to navigate and capitalize on this terrain. You will be expected to harness your technical skills to not only adapt to this environment but also to shape the strategies that will keep Hermes Capital at the vanguard of the industry.",هرمس کپیتال,https://quera.org//magnet/jobs/v7jxr,"['Python', 'Machine Learning', 'Plotly', 'Data Analysis', 'Intern', 'تمام وقت']",تهران,۲۵ فروردین ۱۴۰۳،‏ ۱۲:۲۳
42,استخدام Server and infrastructure expert,"Do something meaningful; Be a part of the future of finance technology and one of the biggest companies in the industry. Responsibilities:1. Assist in the installation, configuration, and maintenance of servers, networks, and other IT systems.2. Monitor system performance and troubleshoot issues as they arise.3. Collaborate with senior engineers to Design and implement system upgrades and enhancements.4. Provide technical support to end-users and resolve IT-related issues in a timely manner.5. Document system configurations, procedures, and troubleshooting steps.6. Assist in the management of Backup and disaster recovery solutions.7. Stay up-to-date with the latest technologies and trends in systems administration and IT infrastructure.",صرافی ارزدیجیتال تبدیل,https://quera.org//magnet/jobs/6pmjp,"['Bash', 'PowerShell', 'Firewall', 'Linux', 'Windows', 'Senior', 'تمام وقت']",تهران,۲۵ فروردین ۱۴۰۳،‏ ۱۲:۲۲
43,استخدام برنامه‌نویس Golang,در این نقش باید:  توانایی حل مسئله و مواجهه با چالش ها را داشته باشید. توانایی و انگیزه تولید برنامه هایی با قابلیت توسعه پذیری و نگهداشت بالا داشته باشید. با قواعد نوشتن تست واحد (Unit Testing) و چرخه بهبود مستمر کد (Refactoring) آشنا باشید. علاقه مند به آموختن و آموزش دادن باشید. ,همکاران سیستم,https://quera.org//magnet/jobs/w7kmv,"['SQL', 'Git', 'Go', 'Senior', 'تمام وقت']",تهران,۲۵ فروردین ۱۴۰۳،‏ ۱۲:۲۰
44,استخدام توسعه‌دهنده فول استک (JavaScript),در این جایگاه شغلی، شما به عنوان توسعه دهنده فول استک در فرهنگ گستر اقاقیا، بر روی یکی از محصولات شرکت یعنی وب اپلیکیشن «تایم لاین» کار خواهید کرد.از شما انتظار می رود تا در وهله اول ساختار و کدهای موجود را مطالعه و درک کنید، سپس با توجه به درخواست های موجود و برداشت های خودتان از مشکلات احتمالی در جهت بهبود عملکرد و تکمیل موارد مورد نیاز اقدام کنید.شما به عنوان توسعه دهنده ارشد جاوا اسکریپت، باید تجربه کافی در هر دو بخش توسعه بکند و فرانت اند داشته باشید و بتوانید بدون مشکل با توجه به شرایط موجود در هر یک از این دو بخش فعالیت کنید. با توجه به ماهیت اپلیکیشن، آشنایی با حوزه موسیقی و صوت و علاقه مندی به فعالیت در این رابطه، امتیاز مثبت محسوب خواهد شد.روزهای کاری شنبه تا ۴ شنبه و به میزان ۴۰ ساعت در هفته بوده و محل کار در شهر تهران و در محله الهیه و نزدیک به ایستگاه مترو می باشد. لطفا آخرین ورژن از روزمه خودتان را به همراه میزان حقوق درخواستی برای این جایگاه شغلی ارسال کنید تا پس از بررسی و تایید اولیه با شما تماس بگیریم.,فرهنگ گستر اقاقیا,https://quera.org//magnet/jobs/79jkd,"['MongoDB', 'Docker', 'React', 'Node.js', 'Senior', 'تمام وقت']",تهران,۲۵ فروردین ۱۴۰۳،‏ ۱۲:۱۰
45,استخدام برنامه‌نویس ارشد .NET (اصفهان),تیم بک اند وظیفه پیاده سازی هسته اصلی کسب و کار محصولات همکاران سیستم را به عهده دارد.در این تیم، ما به طور روزمره و مداوم با حل مسائل متنوع و پیچیده مواجه هستیم.از پیاده سازی فرآیندهای مشتری گرفته تا بهبود مستمر و افزایش کارایی کدهای جاری.در این نقش باید:  توانایی حل مسئله و مواجهه با چالش های پیچیده را داشته باشید. توانایی و انگیزه تولید برنامه هایی با قابلیت توسعه پذیری و نگهداشت بالا داشته باشید. با قواعد چرخه بهبود مستمر کد (Refactoring) آشنا باشید. علاقه مند به آموختن و آموزش دادن باشید. ,همکاران سیستم,https://quera.org//magnet/jobs/kwgjx,"['OOP', 'Redis', 'C#', 'Senior', 'تمام وقت']",اصفهان,۲۱ فروردین ۱۴۰۳،‏ ۱۵:۴۹
46,استخدام برنامه‌نویس NET. (تهران),در این نقش باید:  به یادگیری علاقمند باشید و خود را با دانش روز همراه سازید. اهل کار تیمی بوده و برای پیشبرد پروژه، همراه و پشتیبان اعضای تیم باشید. با مسائل و چالش های پیش رو دست و پنجه نرم کنید و حل این چالش ها را جز کارهای روزمره خود بدانید. به کیفیت محصول و توسعه پذیر بودن آن متعهد باشید. ,همکاران سیستم,https://quera.org//magnet/jobs/86k79,"['Redis', 'C#', 'OOP', 'Junior', 'تمام وقت']",تهران,۲۱ فروردین ۱۴۰۳،‏ ۱۵:۴۸
47,استخدام برنامه‌نویس ارشد NET. (تهران),تیم بک اند وظیفه پیاده سازی هسته اصلی کسب و کار محصولات همکاران سیستم را به عهده دارد.در این تیم، ما به طور روزمره و مداوم با حل مسائل متنوع و پیچیده مواجه هستیم.از پیاده سازی فرآیندهای مشتری گرفته تا بهبود مستمر و افزایش کارایی کدهای جاری.در این نقش باید:  توانایی حل مسئله و مواجهه با چالش های پیچیده را داشته باشید. توانایی و انگیزه تولید برنامه هایی با قابلیت توسعه پذیری و نگهداشت بالا داشته باشید. با قواعد چرخه بهبود مستمر کد (Refactoring) آشنا باشید. علاقه مند به آموختن و آموزش دادن باشید.     ,همکاران سیستم,https://quera.org//magnet/jobs/9w966,"['Redis', 'C#', 'OOP', 'Senior', 'تمام وقت']",تهران,۲۱ فروردین ۱۴۰۳،‏ ۱۵:۴۷
