title,description,employer,link,tags,source,date,locations
استخدام برنامه نویس PLC – DCS,"برنامه نویسی و پیاده سازی سیستم های نرم افزاری سطح 1 اتوماسیون صنعتی

نقش های تخصصی:

طراحی سیستم کنترل صنعتی
برنامه نویسی سیستم های سطح یک اتوماسیون صنعتی (DCS , PLC )
استفاده از نقشه ها، دیاگرام ها، زمان بندی ها، استانداردها، کدها
کار با سیستم های کنترل منطقی قابل برنامه ریزی
فعالیت به عنوان عضوی از یک تیم حرفه ای در انجام فعالیت های مهندسی
برنامه نویسی سیستم های مانیتورینگ صنعتی ( HMI)",ایریسا,https://karboom.io/jobs/rxgjgo/%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-plc-dcs,,karboom,امروز,اصفهان
استخدام کارشناس پایگاه داده,"نصب، راه اندازی، پشتیبانی و مدیریت پایگاه های داده
نقش های تخصصی

تعیین نیازهای پایگاه داده
طراحی پایگاه داده
ایجاد پایگاه داده
استفاده از زبان ساختارمند پرسش‌ها
پیکربندی و نگهداشت پایگاه داده
پشتیبان گیری از پایگاه داده
پایش و مدیریت پایگاه داده
بررسی و به روز رسانی برنامه های اقتضایی و بازیابی فاجعه
بروزرسانی و ارتقای پایگاه داده
شناسایی و حل مشکلات متداول عملکرد پایگاه داده
نوشتن اسکریپت برای برنامه‌های نرم افزاری
بهینه سازی و پایش عملکرد سیستم
پیکربندی و رفع عیب نرم افزار سیستم عامل
ارائه مشاوره به همکاران و مشتریان
تولید و بروزرسانی مستندات

مدارک و مدارج حرفه ای( داشتن این مدارک مزیت محسوب می گردد)

لینوکس، اوراکل در زمینه پایگاه داده",ایریسا,https://karboom.io/jobs/wllynq/%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%BE%D8%A7%DB%8C%DA%AF%D8%A7%D9%87-%D8%AF%D8%A7%D8%AF%D9%87,,karboom,امروز,تهران
استخدام کارشناس برنامه نویسی مایکروسافت Backend,"توسعه ی Backend سامانه های نرم افزاری تحت Web
نقش های تخصصی

اِعمال مهارت‌های زبان شیء‌گرا در سطح متوسط
طراحی پایگاه داده
کسب اطمینان از امنیت وب‌ سایت پویا
توسعه، پیاده سازی و ارزیابی امنیت سیستم و برنامه کاربردی
تست نرم افزار
ایجاد رویه‌های تست وب سایت
رفع عیب و پایش عملکرد نرم‌افزار
تهیه مستندات
شناسایی و ارزیابی فن آوری‌ها و شیوه‌های نوظهور
کار به شکل اثربخش در محیط های چابک
پیاده‌سازی امنیت برای برنامه‌های کاربردی
قدرت تجزیه و تحلیل مسئله و نیازمندی ها
مسئولیت پذیری وتعهد در راستای دستیابی به اهداف تیم",ایریسا,https://karboom.io/jobs/rqngdl/%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3%DB%8C-%D9%85%D8%A7%DB%8C%DA%A9%D8%B1%D9%88%D8%B3%D8%A7%D9%81%D8%AA-backend,,karboom,امروز,تهران
استخدام مدیر پخش مکمل ورزشی,1- ارتباط با شرکتهای پخش سراسری دارویی2- مدیریت فروش و موجودی شعب پخش3- ارتباط موثر با پخش و ارائه راهکار جهت افزایش فروش4- مراجعات مستمر به شعب پخش تهران و شهرستان5- تشکیل تیم فارمارپ جهت اخذ سفارش از مشتریان کلیدی6- آشنایی کامل با داروخانه‌های کلیدی فعال در زمینه مکمل ورزشی,هیتکو,https://karboom.io/jobs/realnp/%D9%85%D8%AF%DB%8C%D8%B1-%D9%BE%D8%AE%D8%B4-%D9%85%DA%A9%D9%85%D9%84-%D9%88%D8%B1%D8%B2%D8%B4%DB%8C,,karboom,امروز,تهران
استخدام برنامه نویس وب (Python),,گراف,https://karboom.io/jobs/wkzqxx/%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%88%D8%A8-python,,karboom,امروز,تهران
استخدام نماینده علمی (مدرپ),معرفی محصولات به پزشکان با مراجعه به مطب ها، بیمارستان ها و دارو خانه هاارائه گزارشات هفتگی و ماهانه - تهیه بازخورد بازار و ارائه گزارش به مدیریت,هیتکو,https://karboom.io/jobs/rybmpa/%D9%86%D9%85%D8%A7%DB%8C%D9%86%D8%AF%D9%87-%D8%B9%D9%84%D9%85%DB%8C-%D9%85%D8%AF%D8%B1%D9%BE,,karboom,امروز,اصفهان
استخدام نماینده علمی (مدرپ),معرفی محصولات به پزشکان با مراجعه به مطب ها، بیمارستان ها و دارو خانه هاارائه گزارشات هفتگی و ماهانه - تهیه بازخورد بازار و ارائه گزارش به مدیریت,هیتکو,https://karboom.io/jobs/wealgp/%D9%86%D9%85%D8%A7%DB%8C%D9%86%D8%AF%D9%87-%D8%B9%D9%84%D9%85%DB%8C-%D9%85%D8%AF%D8%B1%D9%BE,,karboom,امروز,شیراز
استخدام نماینده علمی (مدرپ),معرفی محصولات به پزشکان با مراجعه به مطب ها، بیمارستان ها و دارو خانه هاارائه گزارشات هفتگی و ماهانه - تهیه بازخورد بازار و ارائه گزارش به مدیریت,هیتکو,https://karboom.io/jobs/wqygxb/%D9%86%D9%85%D8%A7%DB%8C%D9%86%D8%AF%D9%87-%D8%B9%D9%84%D9%85%DB%8C-%D9%85%D8%AF%D8%B1%D9%BE,,karboom,امروز,اهواز
استخدام Linux Software Engineer,,گراف,https://karboom.io/jobs/rmpldy/linux-software-engineer,,karboom,امروز,تهران
استخدام راهبر مرکز عملیات امنیت,"نقش های تخصصی
- تحلیل لاگ های امنیتی
- نظارت و مدیریت زیرساخت SIEM
- جمع آوری، تجزیه و تحلیل و تفسیر لاگ ها و رویدادهای امنیتی
- پایش هشدارها و داشبوردهای موجود در SIEM
- پایش داشبوردها و اطلاعات مربوط به وضعیت SIEM
- شناسایی و بررسی رویدادهای امنیت سایبری و موارد مشکوک مشاهده شده
- پاسخگویی به رخدادهای امنیت سایبری
- جرم شناسی دیجیتال (فارنزیک)
- ارائه مشاوره و پشتیبانی فنی در حوزه امنیت
- تهیه مستندات فنی و گزارشات دوره ای و موردی

مدارک و مدارج حرفه ای( داشتن حداقل 2 مدرک الزامی است )
o Security+, CEH
o SANS Sec504, Sec 503
o SANS Sec 511, Sec 555
o SANS For 500, For 508, For 572
o Network+, CCNA Switching/Routing/ Security
o Linux LPIC1, LPIC2",ایریسا,https://karboom.io/jobs/wvkdln/%D8%B1%D8%A7%D9%87%D8%A8%D8%B1-%D9%85%D8%B1%DA%A9%D8%B2-%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA-%D8%A7%D9%85%D9%86%DB%8C%D8%AA,,karboom,امروز,اصفهان
استخدام نماینده علمی (مدرپ),معرفی محصولات به پزشکان با مراجعه به مطب ها، بیمارستان ها و دارو خانه هاارائه گزارشات هفتگی و ماهانه - تهیه بازخورد بازار و ارائه گزارش به مدیریت,هیتکو,https://karboom.io/jobs/rjlqga/%D9%86%D9%85%D8%A7%DB%8C%D9%86%D8%AF%D9%87-%D8%B9%D9%84%D9%85%DB%8C-%D9%85%D8%AF%D8%B1%D9%BE,,karboom,امروز,مشهد
استخدام نماینده علمی (مدرپ),معرفی محصولات به پزشکان با مراجعه به مطب ها، بیمارستان ها و دارو خانه هاارائه گزارشات هفتگی و ماهانه - تهیه بازخورد بازار و ارائه گزارش به مدیریت,هیتکو,https://karboom.io/jobs/raavxa/%D9%86%D9%85%D8%A7%DB%8C%D9%86%D8%AF%D9%87-%D8%B9%D9%84%D9%85%DB%8C-%D9%85%D8%AF%D8%B1%D9%BE,,karboom,امروز,تهران
استخدام گرافیست,-تسلط کامل به فتوشاپ (photoshop) ، ایلاستریتور (Illustrator) ایندیزاین و افترافکت- آشنا به استراتژی های تولید محتوا و طراحی های استاندارد در شبکه های اجتماعی و وب سایت ها- تسلط کامل به طراحی بسته بندی، لوگو، لیبل، بوشور ، کارت ویزیت-آشنایی کامل با فرآیند چاپ,هیتکو,https://karboom.io/jobs/rdayvz/%DA%AF%D8%B1%D8%A7%D9%81%DB%8C%D8%B3%D8%AA,,karboom,امروز,تهران
استخدام کارشناس عملیات اداری شعب,"در واحد شعب کارگزاری آگاه نیاز به فردی با عنوان کارشناس فروش داریم تا با توانمندی‌ها و تجربیاتی که کسب کرده، برای رسیدن به اهداف تیم همراهی‌مان کند.

پیگیری فرآیند تمدید ملک
به روز رسانی اطلاعات آدرس شعب براساس جابجایی ملک، ادغام، جمع آوری و ارسال فایل به واحد پشتیبانی، سازمان بورس و تیم فناوری اطلاعات
تهیه و تدوین اطلاعات کلیه شعب مانند متراژ، قیمت و ... جهت صدور بیمه نامه آتش سوزی
بررسی درخواست‌های ثبت شده در سامانه تنخواه
استعلام و بررسی فاکتورهای درخواستی شعب
بررسی، تأیید یا رد علی الحساب‌های ثبت شده در سامانه
بررسی و ارسال اقلام تبلیغاتی شعب
پیگیری امور مربوط به همایش‌ها",کارگزاری آگاه,https://karboom.io/jobs/rogkdk/%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA-%D8%A7%D8%AF%D8%A7%D8%B1%DB%8C-%D8%B4%D8%B9%D8%A8,,karboom,امروز,تهران
استخدام کنترل پروژه,,توسعه و احداث راکتورهای ایران,https://karboom.io/jobs/rkzqex/%DA%A9%D9%86%D8%AA%D8%B1%D9%84-%D9%BE%D8%B1%D9%88%DA%98%D9%87,,karboom,امروز,تهران
استخدام product owner (کرج),,پارس پویش فن آور,https://karboom.io/jobs/wloyyk/product-owner-%DA%A9%D8%B1%D8%AC,,karboom,امروز,تهران
استخدام کارشناس فروش,"توانایی متقاعدسازی مشتریان
پیگیری درخواست‌های مشتریان
فروش نرم‌افزار به همکاران و سازمان‌ها
بازاریابی و یافتن بازارهای جدید برای محصول
آشنایی با ویندوز و نرم‌افزارهای اداری (از قبیل Excel و Word)
ترجیحا تسلط به کسب و کار IT",دیتامون,https://karboom.io/jobs/wmplly/%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%81%D8%B1%D9%88%D8%B4,,karboom,امروز,قزوین
استخدام کارشناس بازرگانی داخلی,"دارا بودن دانش فرایند خرید و توانایی کار سیستمی
شناخت کافی از بازارهای خرید و تامین کنندگان مرتبط
توانایی مذاکره با تامین کنندگان متناسب با شرایط کاری و مالی شرکت و روابط عمومی بالا
تجربه مناسب در امور بازرگانی داخلی و خرید و پیگیری امور در خارج از سازمان
توانایی و تسلط به کار با سیستم های راهکاران و آفیس به خصوص اکسل",هلدینگ بان,https://karboom.io/jobs/rvkddn/%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%A8%D8%A7%D8%B2%D8%B1%DA%AF%D8%A7%D9%86%DB%8C-%D8%AF%D8%A7%D8%AE%D9%84%DB%8C,,karboom,امروز,تهران
استخدام کارشناس توسعه سیستم ها و روش ها,"شنایی با استقرار، نگهداشت و بهبود روش ها و دستورالعمل های سیستم تضمین کیفیت
آشنایی با استانداردهای ISO9001:2015 / ISO17020 / ISO17025
شناسایی و مدلسازی فرآیندهای کسب و کار ( BPMN )
آشنایی با نرم افزارهای visual paradigm یا سایر نرم افزارهای مدلسازی
تسلط به ICDL",بازرسی کیفیت و استاندارد ایران,https://karboom.io/jobs/wjlqqa/%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%B3%DB%8C%D8%B3%D8%AA%D9%85-%D9%87%D8%A7-%D9%88-%D8%B1%D9%88%D8%B4-%D9%87%D8%A7,,karboom,امروز,تهران
استخدام مدیر بازرگانی خارجی (صنعت دارو),مدیریت فرایند شناسایی، ارزیابی و انتخاب تأمین کنندگان خارجی- شناسایی ریسک های بازار جهانی با پیش بینی تغییرات قیمت و استفاده از فرصت ها و کنترل ریسک ها- مدیریت و نظارت بر نحوه ی استعلام قیمت ها و انتخاب بهترین فرصت خرید خارجی- مدیریت و نظارت بر خرید اقلام مطابق با آیین نامه معاملات شرکت و دستور کارهای مربوط- مدیریت زمان و حصول اطمینان از تأمین به موقع کالاهای درخواستی- نظارت بر به روزآوری لیست تأمین کنندگان خارجی- ارتباط مستمر با مدیرت درخصوص تهیه گزارش های روزانه- کنترل و پیگیری تمام فعالیت های تجاری (مالی، حمل و نقل، تحویل، کنترل کیفیت، بازخورد)- پیگیری دریافت ضمانت نامه های ارزی و اعتبار اسنادی,هیتکو,https://karboom.io/jobs/wloydk/%D9%85%D8%AF%DB%8C%D8%B1-%D8%A8%D8%A7%D8%B2%D8%B1%DA%AF%D8%A7%D9%86%DB%8C-%D8%AE%D8%A7%D8%B1%D8%AC%DB%8C-%D8%B5%D9%86%D8%B9%D8%AA-%D8%AF%D8%A7%D8%B1%D9%88,,karboom,امروز,تهران
استخدام مدیر برند (مکمل های تغذیه ای و دارویی),توانایی تحلیل بازار و محصولات در زمینه مکملهای موجود در بازار، رصد کردن وضعیت و شناسایی بازارهای مناسب برای ورود.تدوین کمپین های بازاریابی، استراتژی و تاکتیک با همفکری تیم علمی و تیم فروشتمرکز ویژه بر ارائه راهکارها و کمپین های دیجیتال و تدوین استراتژی حضور در رسانه های اجتماعیبرنامه ریزی و طراحی مواد تبلیغاتی بر مبنای پیامهای کلیدی در هر دوره کاریتعیین هدف و نظارت بر فعالیت های تیم فروش برای دستیابی به هدف فروش سالانه.همفکری با تیم فروش و نظارت بر عملکرد کانالهای توزیع و فروشهمفکری با تیم علمی جهت آموزش دوره ای تیم فروشمدیریت کلی برند مکمل و هویت برند شرکت,هیتکو,https://karboom.io/jobs/wybmna/%D9%85%D8%AF%DB%8C%D8%B1-%D8%A8%D8%B1%D9%86%D8%AF-%D9%85%DA%A9%D9%85%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D8%BA%D8%B0%DB%8C%D9%87-%D8%A7%DB%8C-%D9%88-%D8%AF%D8%A7%D8%B1%D9%88%DB%8C%DB%8C,,karboom,امروز,تهران
استخدام مسئول فنی  داروساز,مسلط به قوانین و مقررات سازمان غذا و دارومسلط به تهیه CTDنظارت کامل بر رعایت ضوابط و مقررات وزارت بهداشت، درمان و آموزش پزشکینگهداری و آرشیو کلیه اسناد مربوط به نظارت ها، اسناد عدم انطباق مواد و محصولات، آمار ساخت و بسته بندی تحقیق و اثبات انطباق اقدامات انجام شده جهت اخذ مجوز داروتسلط به فرآیند تمدید پروانه دارو,هیتکو,https://karboom.io/jobs/wdaydz/%D9%85%D8%B3%D8%A6%D9%88%D9%84-%D9%81%D9%86%DB%8C-%D8%AF%D8%A7%D8%B1%D9%88%D8%B3%D8%A7%D8%B2,,karboom,امروز,تهران
استخدام طراح سایت وردپرس,"مهارت های لازم:

تسلط کامل به WordPress
تسلط کامل به افزونه ها
تسط کامل به سایت های چند زبانه
آشنایی با سی پنل و دایرکت ادمین
آشنایی با قالب های مختلف وردپرس
تسلط کامل به المنتور و پیاده سازی طرح در آن
توانایی عیب یابی و رفع مشکلات فنی
توانایی کار با فتوشاپ


شرح وظایف:

طراحی سایت های مختلف با وردپرس (فروشگاهی ،شرکتی ، آموزشی و...)
عیب یابی و رفع مشکلات وبسایت ها



اطلاعات تکمیلی :

محل شرکت همدان ( نزدیک آرامگاه ) می باشد.
امکان انجام کار به صورت دورکاری نیست",آیکو وب,https://karboom.io/jobs/wnkzpx/%D8%B7%D8%B1%D8%A7%D8%AD-%D8%B3%D8%A7%DB%8C%D8%AA-%D9%88%D8%B1%D8%AF%D9%BE%D8%B1%D8%B3,,karboom,امروز,همدان
استخدام ویزیتور/سوپروایزر/میکس رپ آرایشی بهداشتی,,زیبا سلامت تندیس ارجان,https://karboom.io/jobs/wgkvvd/%D9%88%DB%8C%D8%B2%DB%8C%D8%AA%D9%88%D8%B1-%D8%B3%D9%88%D9%BE%D8%B1%D9%88%D8%A7%DB%8C%D8%B2%D8%B1-%D9%85%DB%8C%DA%A9%D8%B3-%D8%B1%D9%BE-%D8%A2%D8%B1%D8%A7%DB%8C%D8%B4%DB%8C-%D8%A8%D9%87%D8%AF%D8%A7%D8%B4%D8%AA%DB%8C,,karboom,امروز,اهواز
استخدام گرافیست,"عکاسی کردن از محصولات
طراحی کردن برای پروژه های مربوط به سازمان ( صنعت لوستر و روشنایی )
ساختن ویدئو های خلاقانه برای شبکه های اجتماعی
آشنایی با رفتار های سازمانی",دپارتمان نورتابان,https://karboom.io/jobs/wzxjme/%DA%AF%D8%B1%D8%A7%D9%81%DB%8C%D8%B3%D8%AA,,karboom,امروز,تهران
استخدام سرپرست مشاوران و مدرپ ها,مسئول بررسی گزارشات مشاوران و مدرپ هاتوانایی ایجاد ارتباط موثر با شرکت های توزیع کننده بررسی عملکرد و گزارشات تیم مدرپ ها و عملکرد مناطق همراهی جهت ویزیت پزشکان خاص برنامه ریزی ویزیت شخصی پزشکان منتخب هماهنگی و برنامه ریزی ویزیت مدرپ ها و مشاوران برگزاری کلاس های آموزشی برای مدرپ ها و مشاوران استخراج اطلاعات پزشکان و داروخانه ها جهت برنامه ریزی بهتر تیم علمی ارائه گزارش منظم به مدیر مربوطهانجام امور محوله مرتبط با فروش و بازاریابی مهارت حل مسئله و مدیریت زماندانش محصول و درک بازار توانمند در کار تیمی,هیتکو,https://karboom.io/jobs/rzbzyo/%D8%B3%D8%B1%D9%BE%D8%B1%D8%B3%D8%AA-%D9%85%D8%B4%D8%A7%D9%88%D8%B1%D8%A7%D9%86-%D9%88-%D9%85%D8%AF%D8%B1%D9%BE-%D9%87%D8%A7,,karboom,امروز,تهران
استخدام کارشناس لجستیک,"برنامه ریزی ومسیربندی به بهینه ترین حالت
تهیه وتنظیم گزارشهای روزانه ارسال به صورت روزانه وماهانه












همکاری باواحدهای ذی نفع مانندبازرگانی وچاپ برای اطمینان از عملکرد یکپارچه












رفع مغایرت احتمالی سفارشهای ارسالی ازانباروپیمانکارها",هلدینگ بان,https://karboom.io/jobs/wybmea/%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%84%D8%AC%D8%B3%D8%AA%DB%8C%DA%A9,,karboom,امروز,تهران
استخدام کارشناس فروش B2B,"مذاکره، برقراری ارتباط موثر و متقاعدسازی و مهارت در مذاکرات تلفنی
ثبت و گزارش گیری فعالیت های روزانه در CRM
شناسایی لید‌های بالقوه و ارتباط با آن‌ها
آشنا با فرآیند بازاریابی
مسلط به تکنیک های فروش سازمانی B2B
توانایی ایجاد خلق ایده های جدید برای افزایش سهم بازار
آشنایی با استراتژی ها و روشهای تحلیل و پیش بینی بازار، رقبا و محصولات
آشنا با محصولات فناوری اطلاعات به خصوص محصولات ذخیره سازی و امنیت",iCTN,https://karboom.io/jobs/rgkvbk/%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%81%D8%B1%D9%88%D8%B4-b2b,,karboom,فوری,تهران
استخدام کارشناس اجرایی اخذ رتبه بندی شرکت های انفورماتیک و پیمانکاری,"انجام امور اجرایی رتبه‌بندی شرکت‌های انفورماتیک و پیمانکاری در سایت سازمان برنامه و بودجه کشور
انجام امور ثبت شرکت‌ها و ثبت تغییرات
اخذ گواهینامه صلاحیت ایمنی پیمانکاران HSE
اخذ گواهینامه اداره کار
آشنایی کامل به سامانه ساجات و آیین‌نامه‌ها
ترجیحا بین 20 تا 40 سال
داشتن یک سال سابقه در زمینه رتبه‌بندی الزامی است
دارای روحیه کار تیمی بالا و با انگیزه
روابط عمومی بالا و انضباط کاری
منظم، متعهد و وظیفه‌شناس",ثبت آسیا,https://karboom.io/jobs/realep/%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%A7%D8%AC%D8%B1%D8%A7%DB%8C%DB%8C-%D8%A7%D8%AE%D8%B0-%D8%B1%D8%AA%D8%A8%D9%87-%D8%A8%D9%86%D8%AF%DB%8C-%D8%B4%D8%B1%DA%A9%D8%AA-%D9%87%D8%A7%DB%8C-%D8%A7%D9%86%D9%81%D9%88%D8%B1%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%D9%88-%D9%BE%DB%8C%D9%85%D8%A7%D9%86%DA%A9%D8%A7%D8%B1%DB%8C,,karboom,امروز,تهران
استخدام کارشناس طراحی فیبر نوری,"طراحی و ترسیم نقشه های زیرساخت فیبر نوری در لایه های مختلف شامل نقشه های کابلی و کانالی و عمرانی و ...1
طراحی و ترسیم نقشه های FTTH
تهیه دستورالعمل های مورد نیاز پروژه و مستندات مورد نیاز
تهیه نقشه های ازبیلت پروژه
تهیه نقشه های فیوژن پلن",توسعه فناوری ارتباطات پاسارگاد آریان (فناپ تلکام),https://karboom.io/jobs/rpyepy/%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%B7%D8%B1%D8%A7%D8%AD%DB%8C-%D9%81%DB%8C%D8%A8%D8%B1-%D9%86%D9%88%D8%B1%DB%8C,,karboom,امروز,تهران
استخدام پیگیری امور بیماران,"برقرای ارتباط با بیماران شاکی
پیگیری شکایات با مسئولین مرتبط با موضوع مطروحه
ارائه نتیجه شکایت با شاکی
برخوردار از مهارت های ارتباط با مشتری(CRM)
برخوردار از مهارت گزارش نویسی
برخوردار از مهارت نامه نگاری",بیمارستان قلب کوثر شیراز,https://karboom.io/jobs/rvkdqn/%D9%BE%DB%8C%DA%AF%DB%8C%D8%B1%DB%8C-%D8%A7%D9%85%D9%88%D8%B1-%D8%A8%DB%8C%D9%85%D8%A7%D8%B1%D8%A7%D9%86,,karboom,امروز,شیراز
استخدام مدیر یا مسئول فروش,بررسی استعلامات و مناقصات روز و ارائه قیمت به آنها - ایجاد تعامل مستمر با مشتریان - طراحی و ایجاد پروژه های مرتبط - اخذ قیمت بروز محصولات - یافتن معتبر ترین و مناسب ترین تامین کنندگان در حوزه فعالیت شرکت - ساعت کاری شرکت از 8 الی 16 می باشد.,وطن نت آذربایجان,https://karboom.io/jobs/wdaygz/%D9%85%D8%AF%DB%8C%D8%B1-%DB%8C%D8%A7-%D9%85%D8%B3%D8%A6%D9%88%D9%84-%D9%81%D8%B1%D9%88%D8%B4,,karboom,امروز,ارومیه
استخدام سرپرست فروش مویرگی,"انجام امور جاری و عملیاتی فروش و توزیع دفتر فروش
انجام عملیات فروش در قالب قرارداد هیبرید
مدیریت تیم فروش
مشارکت در جذب و ساماندهی تیم فروش
تهیه گزارشات فروش و توزیع و ارائه به مدیریت
کنترل هزینه های شعبه در چارچوب سیاست گذاری اولیه
اجرای برنامه های فروش شعبه
تعامل سازنده با نماینده فروش",آیسان تکنام پویا,https://karboom.io/jobs/rgkzbk/%D8%B3%D8%B1%D9%BE%D8%B1%D8%B3%D8%AA-%D9%81%D8%B1%D9%88%D8%B4-%D9%85%D9%88%DB%8C%D8%B1%DA%AF%DB%8C,,karboom,امروز,قم
استخدام کارشناس کیفیت مرکز تماس,"تسلط کامل به نرم افزار آفیس به ویژه اکسل
آشنا به مسائل آماری
آشنایی با نرم افزارspss یا MiniTab
آشنایی با مفاهیم کنترل کیفیت آماری و مفاهیم نظرسنجی و تحقیقات بازار",بازرسی کیفیت و استاندارد ایران,https://karboom.io/jobs/rbavxm/%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%DA%A9%DB%8C%D9%81%DB%8C%D8%AA-%D9%85%D8%B1%DA%A9%D8%B2-%D8%AA%D9%85%D8%A7%D8%B3,,karboom,امروز,تهران
استخدام کارشناس ارتقاء خدمات,"تسلط کامل به نرم افزار های آفیس به ویژه اکسل
توانایی حل مسئله و مهارت های تحلیلی قوی
تسلط به نرم افزار spss و مباحث آماری
آشنایی با power BI و تبدیل داده های پیچیده به اطلاعات قابل فهم
آشنایی با مفاهیم تحلیل داده و تحقیقات بازار",بازرسی کیفیت و استاندارد ایران,https://karboom.io/jobs/wxbyqj/%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%A7%D8%B1%D8%AA%D9%82%D8%A7%D8%A1-%D8%AE%D8%AF%D9%85%D8%A7%D8%AA,,karboom,امروز,تهران
استخدام مدیر داخلی,"اداره فیزیکی دفتر کار - برقراری تماس با هنرجو ها- ثبت اطلاعاتشون و امور کارییشون-انجام دهنده کارهای ثبت نام -کنسلی-نظر سنجی -پذیرایی از میهمانان و مخاطبهای ویژه







ثبت حضور غیاب- برخورد خوب و پرزنت کردن مجموعه برای مخاطبین- یاداوری و پیگیری کردن کارهای مدیر - بررسی کردن محیط فیزیکی و امکانات سنجی و ....

ساعت کاری اصلی ۱۳تا۲۱ یا ۱۲تا ۲۰ ممکنه متغییر باشه بر اساس کلاس ها

ساعت اضافه کاری در روزهای تعطیل پیش میاد یا بعضی از صبح ها قبل از شروع بابت اماده سازی

شروع و پایان روز کاری مجموعه با شماست. کلید بعداز قرارداد و صلاح دید مدیر دست شماست و مسئولیت ورود و خروج ها و مدیریت دفتر با شماست",مدرسه موسیقی DOFAMIN,https://karboom.io/jobs/rogkok/%D9%85%D8%AF%DB%8C%D8%B1-%D8%AF%D8%A7%D8%AE%D9%84%DB%8C,,karboom,امروز,کرج
استخدام کارشناس فروش,"شرح شغل
- کارشناس فروش آسانسور
- حداقل سه سال سابقۀ کاری فروش.
- سن : حداکثر 35 سال
تحصیلات مورد نیاز: حداقل فوق دیپلم",صدرا صنعت آسانبر,https://karboom.io/jobs/rkzqmx/%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%81%D8%B1%D9%88%D8%B4,,karboom,امروز,تهران
استخدام سرپرست حسابداری خرید خارجی,"کنترل و ثبت اسناد صادرات و واردات و تطابق با زیرسیستم های مرتبط
کنترل و ردیابی امور صادرات و واردات از سامانه های مربوطه
پیگیری امور مربوط به بیمه نامه ها، اظهارنامه ها، ضمانت نامه ها، خرید و رفع تعهد ارزی
کنترل و مغایرت گیری حساب مربوط به ترخیصکاران و حساب ارزی تأمین کنندگان
پیگیری امور مربوط به تأمین اجتماعی و پیمانکاران
انجام امور مربوط به بهای تمام شده سفارشات
انجام امور مربوط به معاملات فصلی، ارزش افزوده و بستن حساب های مالی
تهیه گزارش های مدیریتی",طبیعت سبز پارس کهن,https://karboom.io/jobs/rpmgkq/%D8%B3%D8%B1%D9%BE%D8%B1%D8%B3%D8%AA-%D8%AD%D8%B3%D8%A7%D8%A8%D8%AF%D8%A7%D8%B1%DB%8C-%D8%AE%D8%B1%DB%8C%D8%AF-%D8%AE%D8%A7%D8%B1%D8%AC%DB%8C,,karboom,امروز,تهران
استخدام مهندس مواد و متالوژی گرایش سرامیک,یک واحد صنعتی در حوزه سرامیک جهت تکمیل کادر خود در خط تولید و واحد فنی مهندسی به افراد متخصص و واجد شرایط در حوزه سرامیک با حداقل 3 سال سابقه کار در این حوزه نیازمند است .,شرکت جهش آفرینان مبدل پارس,https://karboom.io/jobs/wogkkk/%D9%85%D9%87%D9%86%D8%AF%D8%B3-%D9%85%D9%88%D8%A7%D8%AF-%D9%88-%D9%85%D8%AA%D8%A7%D9%84%D9%88%DA%98%DB%8C-%DA%AF%D8%B1%D8%A7%DB%8C%D8%B4-%D8%B3%D8%B1%D8%A7%D9%85%DB%8C%DA%A9,,karboom,امروز,تهران
